uid,name,airline,text,tweet_created,tweet_city,tweet_state,Chosen
681460818,MustSeeItAll_,US Airways,"@USAirways I understand that, and when I'm attempting to change the information so they are identical, it tells me to call a #",2/23/2015 7:57,New York, NY ,Not chosen
681460820,_Leycar,US Airways,@USAirways but my bag is still missing,2/23/2015 7:54,Salt Lake City, UT,Not chosen
681460821,ConstanceSCHERE,US Airways,@USAirways Seriously doubt that as I am still sitting inside at the gate.,2/23/2015 7:52,Boston, MA,Not chosen
681460822,dan3598328,US Airways,"@USAirways Customer service is dead. Last wk, flts delayed/Cancelled Flighted. Bags lost 4 days. Last nt, flt delayed/Cancelled Flighted.  No meal voucher?",2/23/2015 7:50,Hershey, PA,Not chosen
681460823,TheRealChrisCin,US Airways,"@USAirways flight US1562 from RIC2DFW was Cancelled Flightled yesterday &amp; I was on hold w/ cust. service from 6-10pm EST...4 hours, no answer...",2/23/2015 7:48,Richmond, VA,Not chosen
681460824,MeeestarCoke,US Airways,"@USAirways @AmericanAir taking off now. if I don't have a private jet to bora bora by the time I land, I'm calling Oprah",2/23/2015 7:42,Birmingham, AL,Not chosen
681460827,sydlisterney,US Airways,@USAirways Strike Three!!! You guys suck!!!,2/23/2015 7:38,Austin, TX,Not chosen
681460828,jamescav25,US Airways,"@USAirways 2 days in a row, not buying it. I suggest you review your policy w respect to unaccompanied minors, should have had a seat on Sun",2/23/2015 7:38,Des Moines, IA,Not chosen
681460829,MeeestarCoke,US Airways,@USAirways @AmericanAir ok the app doesn't seem to be working. just use the mobile site... http://t.co/4kLfywwMq1,2/23/2015 7:37,Birmingham, AL,Not chosen
681460830,adamrdodd,US Airways,"@USAirways Wife and I flew to Italy recently. Bought tickets via Finnair, flights operated by USAir. Didn't get dividend miles credited.",2/23/2015 7:36,New York, NY ,Not chosen
681460831,ezemanalyst,US Airways,"@USAirways 8 hour delay pho-mia, your airline is bad and getting worse, Foolish for american to merge.  You treat your customers like crap",2/23/2015 7:35,Salt Lake City, UT,Not chosen
681460833,MeeestarCoke,US Airways,@USAirways @AmericanAir 3 hours on hold got rebooked on a new flight yesterday. I asked for a new itinerary/confirmation email to be sent,2/23/2015 7:34,Birmingham, AL,Not chosen
681460835,K31RRY,US Airways,"@USAirways Cancelled Flights flight Tampa to Philadelphia today due to runway conditions yet tonnes of USAirways flights landing there today, explain!",2/23/2015 7:31,Seattle, WA,Not chosen
681460837,_Leycar,US Airways,@USAirways no my flight plans have been delayed until tuesday due to your computer crash,2/23/2015 7:26,Salt Lake City, UT,Not chosen
681460838,ConstanceSCHERE,US Airways,@USAirways 4914 from PHL to BGM. I cannot believe this has happened 2x in under two weeks!,2/23/2015 7:23,Boston, MA,Not chosen
681460839,MeeestarCoke,US Airways,"@USAirways @AmericanAir ""ma'am the doors close 10 mins prior to departure"" ""but I was here 20 mins before?!?"" laughter from the 2 agents",2/23/2015 7:22,Birmingham, AL,Not chosen
681460840,MeeestarCoke,US Airways,"@USAirways @AmericanAir at 9:05am after the plane left: ""why were there no agents and why were the doors closed so early?""",2/23/2015 7:21,Birmingham, AL,Not chosen
681460842,MeeestarCoke,US Airways,"@USAirways @AmericanAir me after arriving at 8:41am for a flight scheduled to depart at 8:57am. doors closed, no agents",2/23/2015 7:19,Birmingham, AL,Not chosen
681460843,bcruz1028,US Airways,@USAirways I need to speak with a live person. I've had it with the recordings. I was told on Sat that we'd have our luggage by yest.,2/23/2015 7:17,Salt Lake City, UT,Not chosen
681460844,miscgal,US Airways,@USAirways Thanks for the information!,2/23/2015 7:15,Salt Lake City, UT,Not chosen
681460846,FitzFrancis,US Airways,@USAirways couldn't be more thankful to your #orf and #dca crews on the ground and in the air today for help with a sick kid and a lost bag!,2/23/2015 7:02,Salt Lake City, UT,Not chosen
681460848,MustSeeItAll_,US Airways,@USAirways getting extremely frustrated w/ the phone/online service for merging frequent flyer miles.,2/23/2015 7:00,New York, NY ,Not chosen
681460849,jamescav25,US Airways,@USAirways already spent 60 mins today handling this for my minor child. Shame on you for treating a 15 year old girl like this.,2/23/2015 6:58,Des Moines, IA,Not chosen
681460852,LarrySandeen,US Airways,"@USAirways There is nothing on my USAir CC at this point, but the email stated I would be charged.  Thanks for the reply.",2/23/2015 6:50,Quincy, MA,Not chosen
681460853,ashwatson3,US Airways,@USAirways I will NEVER fly us airways or american again and I will share this nightmare of a story to all the many others we know who fly,2/23/2015 6:46,Salt Lake City, UT,Not chosen
681460855,LarrySandeen,US Airways,@USAirways @AmericanAir - Burned a lot of time and cell minutes working through this flight issue - hopefully we fly home in the morning.,2/23/2015 6:44,Quincy, MA,Not chosen
681460856,ashwatson3,US Airways,@USAirways you would rather a while plane get exposed to a nasty contagious virus then work wth me to get my flight changed to a Late Flightr date,2/23/2015 6:44,Salt Lake City, UT,Not chosen
681460857,heatherjpitcher,US Airways,@USAirways &amp; @AmericanAir what are your weight restrictions for carry on luggage? Can find measurements but not weight restrictions. TIA,2/23/2015 6:44,Salt Lake City, UT,Not chosen
681460858,ashwatson3,US Airways,@USAirways i worked with you and bought my own rental car when you failed to get me to the location i paid to get to and now....,2/23/2015 6:43,Salt Lake City, UT,Not chosen
681460859,AFord1358,US Airways,@USAirways I've been on hold for 30 minutes and counting. #unacceptable,2/23/2015 6:43,Salt Lake City, UT,Not chosen
681460860,LarrySandeen,US Airways,@USAirways Discovered our flight was Cancelled Flightled yesterday at 3:30PM - @americanairlnes finally notified us our flight was Cancelled Flighted at 0316 AM,2/23/2015 6:42,Quincy, MA,Not chosen
681460861,ashwatson3,US Airways,@USAirways I am appalled. My departure with you was all messed up and now on return i am supposed to fly alone with two very sick kids,2/23/2015 6:42,Salt Lake City, UT,Not chosen
681460863,bcruz1028,US Airways,"@USAirways Will tweet all day until I get 
a live cust rep. I will make sure the world knows you don't care about your customers health.",2/23/2015 6:42,Salt Lake City, UT,Not chosen
681460865,DonIrvine,US Airways,@USAirways 4473.  She just called to say it's a runway clearing problem of all things.,2/23/2015 6:34,Washington, D.C.,Not chosen
681460866,ConstanceSCHERE,US Airways,@USAirways Decided to be a good sport and give you guys another shot. Flight delayed. Again.,2/23/2015 6:30,Boston, MA,Not chosen
681460867,MeeestarCoke,US Airways,@USAirways @AmericanAir on hold for 8 hours yesterday w/o speaking to an agent on hold again w/ 2 phones ~30 mins let the bashing begin...,2/23/2015 6:28,Birmingham, AL,Not chosen
681460868,The_BlueAnchor,US Airways,@USAirways will all flights out of DFW be Cancelled Flightled today?,2/23/2015 6:27,Dallas, TX,Not chosen
681460869,ttorabisu,US Airways,@USAirways can you add my KTN to an existing reservation?,2/23/2015 6:26,Astoria, OR,Not chosen
681460870,macaliciousmac,US Airways,@USAirways please fix the very unproductive check in process at @DCA. 20 check in stations and 2 people working them. What a total mess!!!!,2/23/2015 6:25,Detroit, MI,Not chosen
681460871,jcsolomons,US Airways,@USAirways I will. Is it down or is just me?,2/23/2015 6:21,Boston, MA,Not chosen
681460872,BSmithwood,US Airways,@USAirways I'm supposed to fly through Dallas. Can you help me get a new itinerary?,2/23/2015 6:15,Boston, MA,Not chosen
681460874,jsilver76,US Airways,@USAirways Thanks!,2/23/2015 6:10,Salt Lake City, UT,Not chosen
681460875,JKlein126,US Airways,@USAirways you denied a mom her AM flight because she NEEDED her breast pumping parts on a full flight? Please FIX this ASAP!! #freeflight,2/23/2015 6:04,Salt Lake City, UT,Not chosen
681460876,StephanSDalal,US Airways,"@USAirways: I relied on US Airways, and that was my mistake. Awful customer experience.",2/23/2015 5:51,Salt Lake City, UT,Not chosen
681460878,XtianinNYC,US Airways,"@USAirways. On hold 2hrs after my flight was Cancelled Flightled &amp; ""Anthony"" was beyond rude and not helpful! @AmericanAir they're weighing you down.",2/23/2015 5:40,Salt Lake City, UT,Not chosen
681460879,corybronze,US Airways,"@USAirways Will the nightmare ever end? Just found out our flight today is delayed due to ""ground handling delays affecting a prior flight.""",2/23/2015 5:32,Salt Lake City, UT,Not chosen
681460880,TeaMontgomery,US Airways,@USAirways is alright with me. Please give Scott F at BDL a bonus for excellent customer service,2/23/2015 5:24,New York, NY ,Not chosen
681460881,daknadler,US Airways,"@USAirways : When You've Got to Get There, We've Got Excuses! #usairwaysfail",2/23/2015 5:20,Jacksonville, FL,Not chosen
681460882,LaurenCarrot,US Airways,"@USAirways I'm referring to email like this.  Just tell people when they GET the upgrade. Otherwise, we know already. http://t.co/N8UvCLMADA",2/23/2015 5:20,Worcester, MA ,Not chosen
681460883,klink1015,US Airways,"@USAirways first, luggage got stuck in a different city, now I get them back today &amp; one of your employees stole a pair of gloves from me!",2/23/2015 5:17,New York, NY,Not chosen
681460884,Plopadiddy,US Airways,"@USAirways  I just reserved a flight with my companion certificate, where do I mail the certificate for verification???? THX!!!",2/23/2015 5:09,Salt Lake City, UT,Not chosen
681460887,daknadler,US Airways,@USAirways : Maybe You Should Drive #usairwaysfail,2/23/2015 5:00,Jacksonville, FL,Not chosen
681460888,daknadler,US Airways,@USAirways : We Suck -- And Pass the Savings on to Us! #usairwaysfail,2/23/2015 4:58,Jacksonville, FL,Not chosen
681460889,PeterPiatetsky,US Airways,@USAirways thank you for the apology,2/23/2015 4:56,Milwaukee, WI ,Not chosen
681460890,jcsolomons,US Airways,@USAirways Can you help me with a refund.  the phone guy couldn't help.  The website won't let me submit a reply.,2/23/2015 4:52,Boston, MA,Not chosen
681460891,daknadler,US Airways,@USAirways We take Late Flight to a whole new level!,2/23/2015 4:51,Jacksonville, FL,Not chosen
681460892,hegshmeg,US Airways,‰ÛÏ@USAirways: @hegshmeg O‰Û thank you for that elaborate response,2/23/2015 4:33,Los Angeles, CA,Not chosen
681460893,pantsasnapkins,US Airways,@USAirways You guys are screwing up my trip. Thanks for nothing. #lazy,2/23/2015 4:18,Tempe, AZ,Not chosen
681460894,jcsolomons,US Airways,@USAirways Is your refund system down?,2/23/2015 4:15,Boston, MA,Not chosen
681460895,Keri_Everhart,US Airways,@usairways Seriously. This is ridiculous. I shouldn't have to wait a hour for my luggage after I land. #wtf,2/23/2015 3:52,Milwaukee, WI ,Not chosen
681460898,KAhax,US Airways,@USAirways the only time I tweet is to tell you how horrible you're attendants are. Flight 3841 to LGA. I feel in jail,2/23/2015 3:44,Salt Lake City, UT,Not chosen
681460899,earthXplorer,US Airways,@USAirways hello??? Anyone there?,2/23/2015 3:41,Louisville, KY ,Not chosen
681460900,notmakefriends,US Airways,@USAirways forced sections 4 and 5 to check their carry on. would have packed differently to check my bag. Why even allow it? #pissed,2/23/2015 3:34,Seattle, WA,Not chosen
681460902,sheilafmaguire,US Airways,"@USAirways flt 419. 2+ hrs Late Flight, baggage + 1 more hr. Now I see they delivered my suitcase wet inside &amp; out. #NotHappy",2/23/2015 3:27,San Francisco, CA,Not chosen
681460904,patrickcota5,US Airways,"@USAirways so she has to take a Late Flightr flight booked by her corporate (Disney) travel dept, as your agent offered little help",2/23/2015 3:12,Salt Lake City, UT,Not chosen
681460905,patrickcota5,US Airways,@USAirways your computer system went down ok that is understandable but the agents make it worse by not helping her or anyone else,2/23/2015 3:07,Salt Lake City, UT,Not chosen
681460906,patrickcota5,US Airways,"@USAirways as the employee responsible for social media content, yes u probably do care however the actions from last night say otherwise",2/23/2015 3:04,Salt Lake City, UT,Not chosen
681460909,tessabusenius,US Airways,@USAirways merging with American will negatively affect your quality and integrity. I will no longer fly with you because of it.,2/23/2015 2:15,Detroit, MI,Not chosen
681460910,TravelingProf,US Airways,@USAirways How many agents do you have working to handle the thousands of calls?,2/23/2015 1:00,Great Barrington, MA,Not chosen
681460911,Logunov_Daniil,US Airways,@USAirways YOU ARE THE BEST!!! YOU ARE AMAZING!!! FOLLOW ME PLEASE;)_Ùª_Ùª_Ùª,2/23/2015 0:34,Round Rock, TX,Not chosen
681460912,earthXplorer,US Airways,@USAirways flight 435 is delayed so will miss connecting flight 457 can you please help with alternate? Thank you.,2/23/2015 0:33,Louisville, KY ,Not chosen
681460914,rmb1213,US Airways,@USAirways three hour wait and counting waiting for reservations on the phone. Are you serious!?,2/23/2015 0:16,Blackwood, NJ,Not chosen
681460915,jakenemmasmom,US Airways,@USAirways on a happy note our 719 crew is wonderful. Can't say enough great things about our pilot. He's doing all he can for us.,2/23/2015 0:12,Salt Lake City, UT,Not chosen
681460916,jakenemmasmom,US Airways,@USAirways What a mess caused by the computer systems. Flight 719 in 3 hours Late Flight and now no gate for us. Est 26 min wait.,2/23/2015 0:10,Salt Lake City, UT,Not chosen
681460917,TarpsTwin,US Airways,"@USAirways Storm or no storm, your customer service is a joke. 6 hour wait time to speak to someone? I will never fly your airline again.",2/22/2015 23:44,Washington, D.C. ,Not chosen
681460918,Andyba25,US Airways,@USAirways you guys have my luggage in San Jose and were supposed to deliver it to my hotel hours ago!! Please contact me.,2/22/2015 23:38,Seattle, WA,Not chosen
681460920,JackieSeigel,US Airways,@USAirways pls get me back to Tallahassee:( no one should ever have to be stranded in Gainesville for this long_Ù÷Õ,2/22/2015 23:26,Salt Lake City, UT,Not chosen
681460921,rossj987,US Airways,@USAirways your a miserable airline and your loss of revenue is a reflection of that.  Go extinct.  A merger only delays the inevitable,2/22/2015 23:26,Washington, D.C.,Not chosen
681460922,rossj987,US Airways,@USAirways What was the point of the merger?  Why not just go out of business if your not turning a profit anymore?,2/22/2015 23:26,Washington, D.C.,Not chosen
681460923,rossj987,US Airways,@USAirways I love how just to give feedback to this link I have to fill out all my personal info on a form.  You guys are the best :),2/22/2015 23:25,Washington, D.C.,Not chosen
681460924,mcarroll_,US Airways,@USAirways Finally got ahold of an Agent after another hour. Thanks for the follow up.  Recommend a call back feature.,2/22/2015 23:23,Washington, D.C.,Not chosen
681460925,rossj987,US Airways,@USAirways IS THIS RINGLING BROTHERS BARNUM AND BAILEY???  SHOULD I KEEP MY EYES PEELED FOR THE CLOWN CAR???,2/22/2015 23:23,Washington, D.C.,Not chosen
681460926,rossj987,US Airways,@USAirways not to mention the fact that my flight was delayed BECAUSE YOUR COMPUTERS WERE DOWN,2/22/2015 23:23,Washington, D.C.,Not chosen
681460928,rossj987,US Airways,@USAirways how do I get off my plane and wait over an hour and a half to speak to someone about reFlight Booking Problems?,2/22/2015 23:22,Washington, D.C.,Not chosen
681460930,rossj987,US Airways,@USAirways And how do you only have 1 agent at PHX customer service desk when an hour ago the line was over 100 people long?,2/22/2015 23:21,Washington, D.C.,Not chosen
681460931,rossj987,US Airways,@USAirways sorry doesn't help.  It's midnight PST.  How in the hell am I still on hold after 90 minutes on customer service line?,2/22/2015 23:21,Washington, D.C.,Not chosen
681460932,rossj987,US Airways,@USAirways Like I thought this was America.  When did US Airways start operating under the rules of communist Russia?,2/22/2015 23:20,Washington, D.C.,Not chosen
681460936,rossj987,US Airways,@USAirways there's over 50 people in line and only one agent!,2/22/2015 23:17,Washington, D.C.,Not chosen
681460937,rossj987,US Airways,"@USAirways And by the way, I'm planning it while I've Ben waiting in the line at customer service in PHX...for over an hour!",2/22/2015 23:17,Washington, D.C.,Not chosen
681460938,rossj987,US Airways,"@USAirways Already planning my local boycott for Washington, D.C. Area.",2/22/2015 23:16,Washington, D.C.,Not chosen
681460939,rossj987,US Airways,@USAirways I can legitimately say that I would have rather driven cross country than flown on US Airways.,2/22/2015 23:16,Washington, D.C.,Not chosen
681460940,rossj987,US Airways,@USAirways and despite the fact I see you answering all these people on twitter with mundane qs you refuse to answer me!,2/22/2015 23:15,Washington, D.C.,Not chosen
681460943,mrmorganmusic,US Airways,"@USAirways @PDQuigley any progress? Good luck, Patrick!",2/22/2015 23:02,Columbus, OH,Not chosen
681460944,DavidHall1981,US Airways,"@USAirways @landonschott he's fine, he really likes picking his own seat....",2/22/2015 22:54,Houston, TX,Not chosen
681460946,FallNightLights,US Airways,"@USAirways has to be the most lazy, inconsiderate, and unprofessional airline that I have ever traveled.",2/22/2015 22:35,Detroit, MI,Not chosen
681460947,patrickcota5,US Airways,@USAirways Do you have any pride in your service? Any concerns for my wife and everyone else on that flight? Or you just don't care????!!!,2/22/2015 22:34,Salt Lake City, UT,Not chosen
681460948,patrickcota5,US Airways,@USAirways now U horrible people say you have no where for her to sleep?,2/22/2015 22:32,Salt Lake City, UT,Not chosen
681460951,JaimConn,US Airways,@USAirways got this message on your site to call about my flight - just gave up after being on hold for 3 HOURS! http://t.co/5cDX2ROAE6,2/22/2015 21:49,Salt Lake City, UT,Not chosen
681460952,Alauric_21,US Airways,@USAirways #usairways lost a passenger today for not upholding their promise of excellent customer service!!!,2/22/2015 21:45,Houston, TX,Not chosen
681460953,jillhelsel8,US Airways,@USAirways yet again your staff in Philadelphia  failed to send my luggage home with me. #alwayshappensthere #angrytraveler,2/22/2015 21:45,Salt Lake City, UT,Not chosen
681460954,lminboston,US Airways,@USAirways  ok my 4th try today....giving up at 12.45am after 138 minute hold time. #terrible http://t.co/Ps9Q9RPSiL,2/22/2015 21:45,Salt Lake City, UT,Not chosen
681460955,SmileyNthahood,US Airways,Number or email? That's the purpose of sending you a tweet? @USAirways,2/22/2015 21:31,Salt Lake City, UT,Not chosen
681460956,abrykwall,US Airways,@USAirways Thank you. I'll do that next time!,2/22/2015 21:25,Redlands, CA,Not chosen
681460957,CourtneyyKay,US Airways,@USAirways it still says that I can't check into my flight because the information is incorrect but everything is entered correctly,2/22/2015 21:22,Mill Creek, WA,Not chosen
681460958,ubanks,US Airways,@USAirways this says it was estimated to leave an hour ago (it hasn't left yet) so thanks for this useful information. #TheWorstAirline,2/22/2015 21:15,Philadelphia, PA,Not chosen
681460959,STPVRITCK,US Airways,@USAirways your customer service is horrendous. Between the way employees speak customers and their lack of care for problems with flights.,2/22/2015 21:14,Louisville, KY ,Not chosen
681460960,ScoobyLoo4572,US Airways,@USAirways had mom sit for 3 hours waiting for a flight they ultimately Cancelled Flighted to give her a Tuesday morning flight...no compensation. Ugh,2/22/2015 21:12,Salt Lake City, UT,Not chosen
681460961,ThomasBowser19,US Airways,@USAirways does anyone from your airline know how to do their job?,2/22/2015 21:06,Salt Lake City, UT,Not chosen
681460962,Mia_Da_Jedi,US Airways,@USAirways Has To Be THE WORST Airline Of All Time_Ù÷Á_Ù÷Á_Ù÷Á,2/22/2015 21:03,Detroit, MI,Not chosen
681460964,landonschott,US Airways,@USAirways you reminded me today why I fly @SouthwestAir,2/22/2015 20:53,Austin, TX,Not chosen
681460965,sebastian_mcfox,US Airways,@USAirways looks like our bag has been rescued. Thanks!,2/22/2015 20:53,Salt Lake City, UT,Not chosen
681460967,jamokee,US Airways,@USAirways you are the worst.,2/22/2015 20:49,San Francisco, CA,Not chosen
681460968,MelCMP,US Airways,@USAirways making folks run from gate C29 to A18 to B11 with NO EXPLANATION and zero carts to transfer elderly and handicap. #PHL,2/22/2015 20:46,Philadelphia, PA,Not chosen
681460969,RishiKumar8,US Airways,@USAirways have been waiting in an airplane for a total of 3 hours to take off between 2 flights today...this usually doesn't happen...,2/22/2015 20:45,Salt Lake City, UT,Not chosen
681460972,TweetsByTrav,US Airways,@USAirways and @AmericanAir aren't as merged as the marketing departments would have us believe. Maybe @Delta or @united can get me home?,2/22/2015 20:40,Salt Lake City, UT,Not chosen
681460974,MeganStephens74,US Airways,"@USAirways @AmericanAir as soon as I call customer service to speak to a representative, I am disconnected",2/22/2015 20:36,Philadelphia, PA,Not chosen
681460975,MeganStephens74,US Airways,"@USAirways @AmericanAir have been trying to call customer service since 9pm. After an hour, was disconnected. Spoke to no one",2/22/2015 20:35,Philadelphia, PA,Not chosen
681460976,MeganStephens74,US Airways,@USAirways give us no information and an attitude.,2/22/2015 20:34,Philadelphia, PA,Not chosen
681460977,rgilbane,US Airways,@USAirways Looking for some help to recover an item I left on an airplane this evening,2/22/2015 20:33,Redlands, CA,Not chosen
681460978,MeganStephens74,US Airways,@USAirways attendants at the gate. Enjoyed watching the other flight to our destination take off before having a horrible attendant give us,2/22/2015 20:33,Philadelphia, PA,Not chosen
681460980,theEnergyMads,US Airways,@USAirways you are absolutely terrible at managing these delays... Been delayed and undelayed and delayed 6 times now. 10 AM office hours.,2/22/2015 20:29,Tucson, AZ,Not chosen
681460981,MeganStephens74,US Airways,"@USAirways @AmericanAir have the most rude, unreliable, horrible company with equally rude, unreliable and horrible employees. Stay tuned.",2/22/2015 20:28,Philadelphia, PA,Not chosen
681460982,ursus_marit,US Airways,"@USAirways #PHL why does it take an hour to offload bags, especially after taking 30+ min to get a jetway to get off plane after landing?",2/22/2015 20:19,Tempe, AZ,Not chosen
681460984,kburke1122,US Airways,@USAirways I'm tired of paying for luggage &amp; less than stellar customer service @AmericanAir. #notafanofyourmerger,2/22/2015 20:06,Salt Lake City, UT,Not chosen
681460985,m_appel,US Airways,@USAirways have you heard about the debacle at DCA? What is happening with our New Orleans flight? #wewanttoknow,2/22/2015 20:06,Washington, D.C.,Not chosen
681460987,PeterPiatetsky,US Airways,"@USAirways we flew out, through and into good weather. when we landed,  another technical issue with gate. improve service or lose customers",2/22/2015 20:03,Milwaukee, WI ,Not chosen
681460989,Chudokab,US Airways,@USAirways I made a reservation online but I didn't receive any confirmation email. My bank said the transaction went through. Can u help?,2/22/2015 19:59,Salt Lake City, UT,Not chosen
681460990,EAFiedler,US Airways,@USAirways This is the worst flying experience of my life. Flight scheduled for departure at 5:44pm from Phl. 5+ hrs Late Flightr guess where I am?,2/22/2015 19:54,Philadelphia, PA,Not chosen
681460991,bradfordradio,US Airways,@USAirways Have you issued a Memphis travel advisory for tomorrow? Winter weather coming through now.,2/22/2015 19:51,Salt Lake City, UT,Not chosen
681460992,Geneva_Sands,US Airways,@USAirways any update on this flight?It's more than three hours delayed. Thank you.,2/22/2015 19:43,Washington, D.C. ,Not chosen
681460993,biscuittmfs,US Airways,"@USAirways @AmericanAir you should partner w/ a different hotel in PHL, the clarion is proving to be very difficult &amp; not customer friendly",2/22/2015 19:43,New York, NY ,Not chosen
681460994,lasslawqsb,US Airways,@USAirways truly dissapointed when our flight is delayed and going to miss connection that we are expected to rebook our own flight????????,2/22/2015 19:41,Salt Lake City, UT,Not chosen
681460995,Mark_Shires,US Airways,"@USAirways - you kind of screwed my day up, at least it was outbound, but you did save it by stranding me in a @RenHotels @MarriottRewards",2/22/2015 19:41,Winston Salem, NC,Not chosen
681460996,emmbee12,US Airways,@USAirways nightmare trying to get to Costa Rica from PHL today. Stuck in Miami and no one answers at 800 number.,2/22/2015 19:37,New Haven, CT,Not chosen
681460997,georgetietjen,US Airways,@USAirways @PeterPiatetsky Ummmm I think US Air's computers@were@down for hours - my flight is 3 hours Late Flight.,2/22/2015 19:35,Salt Lake City, UT,Not chosen
681460998,dline2005,US Airways,"@USAirways comedy of errors continues..."" We can't get into our gate, there is a broken down truck in the way"" #fail",2/22/2015 19:32,Columbus, OH,Not chosen
681460999,UnluckyDon,US Airways,@USAirways Instructions say to CALL. I'm just doing what it said to do.,2/22/2015 19:32,San Francisco, CA,Not chosen
681461001,LarrySandeen,US Airways,@USAirways The fact we did not get notified hindered our ability to look for alternate flights before they were snapped up.,2/22/2015 19:26,Quincy, MA,Not chosen
681461002,fischer_pricee,US Airways,@USAirways you're really fudgin up with all these delays _Ù÷Á #justwantmybed,2/22/2015 19:25,Oakland, CA,Not chosen
681461004,LarrySandeen,US Airways,@USAirways Today USAir Cancelled Flightled our rescheduled flight &amp; did not notify us except possibly to our home phone-not helpful since we are in CO,2/22/2015 19:23,Quincy, MA,Not chosen
681461005,CourtneyyKay,US Airways,@USAirways and I can't get through on any phones,2/22/2015 19:23,Mill Creek, WA,Not chosen
681461006,CourtneyyKay,US Airways,@USAirways Thanks for ruining my last night of vacation because I have to worry about my flight because y'all don't have record of it,2/22/2015 19:22,Mill Creek, WA,Not chosen
681461008,GirthBrooksLMRA,US Airways,"@USAirways after 2 hrs of trying to reach real human, finally did and been on hold for 1:36 hrs for out of synch reservation.",2/22/2015 19:16,Salt Lake City, UT,Not chosen
681461009,hindimovie6,US Airways,@usairways @usair   idiots took our plane &amp; gave it to someone else. Fudgers!!!! Flight 799 from Philly to Orlando,2/22/2015 19:14,Salt Lake City, UT,Not chosen
681461010,RyanEthanBeard,US Airways,@USAirways Missed flight. Rude CSR. No flight till Tuesday. No answer on twitter. Help me out with a RT @pattonoswalt you're my only hope.,2/22/2015 19:13,Salt Lake City, UT,Not chosen
681461011,daniellelewis_1,US Airways,"@USAirways delayed 2.5 hours @longbeachairport trying to get to @PHXSkyHarbor; give us an update, please???",2/22/2015 19:09,Salt Lake City, UT,Not chosen
681461012,ElmiraBudMan,US Airways,@USAirways @PHLAirport always nice when a customer service manager threatens customers standing in his understaffed lines for the last hour,2/22/2015 19:04,Detroit, MI,Not chosen
681461015,JeffOlpin,US Airways,"@USAirways Can you help with a seat assignment?  5 people flight 694, PHX to HNL, seats are split up.  Anything you can do will be great.",2/22/2015 18:55,Salt Lake City, UT,Not chosen
681461017,jrscharf,US Airways,@USAirways - have dinner reservations in a few minutes -- and I've been trying to get through to you since BREAKFAST. #onholdwith,2/22/2015 18:47,Salt Lake City, UT,Not chosen
681461018,BrianWadeRoach,US Airways,"@USAirways CLT, please send more than one cust svc rep to your cust svc counter to assist a line out the door. http://t.co/v24QNp3DOi",2/22/2015 18:46,Carmel, IN,Not chosen
681461019,JayNix01,US Airways,@USAirways help! I've been on hold for almost two hours. Trying 2 get home.,2/22/2015 18:44,Washington, D.C. ,Not chosen
681461021,G_Will_Eye_Am,US Airways,@USAirways been sitting at gate for over 25 min on us 728! What gives???,2/22/2015 18:37,Salt Lake City, UT,Not chosen
681461023,jrscharf,US Airways,"@USAirways - how do I get an answer to my question?  Holding for hours , after 6x getting your message just said you aren't taking calls.",2/22/2015 18:34,Salt Lake City, UT,Not chosen
681461024,ElmiraBudMan,US Airways,@USAirways why the hell did you overbook a plane when you knew people actually had seat assignments. #inept #uncaring #piss poorplanning,2/22/2015 18:34,Detroit, MI,Not chosen
681461026,jrscharf,US Airways,@USAirways - been on hold for more than 2.5 hours - this after not getting through after 2 hours on hold this morning with no answer - help!,2/22/2015 18:30,Salt Lake City, UT,Not chosen
681461027,KOstrowka,US Airways,@USAirways So far....my phone wait time is longer than @ABCNetwork's #Oscars coverage. #WhatCustomerService,2/22/2015 18:28,Raleigh, NC,Not chosen
681461028,Peakway3,US Airways,"@USAirways Chairman Preferred with 518,758 lifetime miles. What is my US Air reward, no #firstclass upgrades on @AmericanAir as usual.",2/22/2015 18:27,New York, NY ,Not chosen
681461029,DontenPhoto,US Airways,@USAirways Flight 4424 operated by @FlyRepublicAir (N813MA) arrives at @FlyTPA following flight from Reagan National http://t.co/OSc9OFlol3,2/22/2015 18:26,El Paso, TX,Not chosen
681461030,deantiggas,US Airways,@USAirways 45 minute delay for take off and 30 minute wait for checked bags? Really?,2/22/2015 18:24,Boston, MA,Not chosen
681461031,KOstrowka,US Airways,@USAirways I've been on hold for 90 minutes. This is terrible customer service. You messed up my reservation! http://t.co/oyLgeao7Y8,2/22/2015 18:24,Raleigh, NC,Not chosen
681461032,NickyAmberJones,US Airways,@USAirways why won't you help me get my luggage back? I'm a teen trying to change the world in DC #Flight5182 #usairways,2/22/2015 18:20,Detroit, MI,Not chosen
681461033,LanierHope,US Airways,@USAirways Southern Hospitality luggage delivery service from SAV is AWFUL. Great @ delivering empty promises but not luggage #8hrs&amp;waiting,2/22/2015 18:20,Washington, D.C. ,Not chosen
681461034,RyanEthanBeard,US Airways,@USAirways 1st flight with U.S. Air Plane had mechanical issues. Wait 90 minutes for help from customer service. No help from management,2/22/2015 18:19,Salt Lake City, UT,Not chosen
681461035,amist101,US Airways,"@USAirways  flight missed due to mech issue. No food voucher, transported to different airport, no rental reimbursement _Ù÷Á",2/22/2015 18:18,Salt Lake City, UT,Not chosen
